freq,tra_type,c_unload,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,ES,GT05,THS_T,DK	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,EE	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,EL	: u	: u	: 	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: u	: 
A,TOTAL,ES,GT05,THS_T,ES	: u	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 
A,TOTAL,ES,GT05,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,FR	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT05,THS_T,HR	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,HU	: 	: u	: u	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT05,THS_T,IE	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,IT	: u	: u	: u	: 	: u	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u
A,TOTAL,ES,GT05,THS_T,LT	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: u
A,TOTAL,ES,GT05,THS_T,NL	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: u	: u
A,TOTAL,ES,GT05,THS_T,PL	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,ES,GT05,THS_T,PT	111 	115 	83 	48 	88 	46 	104 	64 	82 	110 	96 	77 	28 	66 	50 
A,TOTAL,ES,GT05,THS_T,RO	: 	: 	: u	: 	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 
A,TOTAL,ES,GT05,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,SK	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT05,THS_T,UK	17 	16 	: u	2 	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,AT	: u	: u	: u	9 	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,ES,GT06,THS_T,BE	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: u	: 	: 	: u	: u
A,TOTAL,ES,GT06,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,CZ	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,DE	75 	: u	67 	: u	41 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,ES,GT06,THS_T,DK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,EE	: u	: 	: 	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,EL	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,ES	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,ES,GT06,THS_T,FI	: u	: u	28 	: u	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u
A,TOTAL,ES,GT06,THS_T,FR	222 	110 	79 	68 	87 	38 	33 	38 	: u	: u	47 	21 	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,HR	: u	: 	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT06,THS_T,HU	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,IT	: u	: u	: 	: u	: 	: 	: u	: u	: u	: 	: 	: u	: 	: u	: 
A,TOTAL,ES,GT06,THS_T,LT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,LV	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,NL	: u	: u	: u	: u	: u	12 	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,TOTAL,ES,GT06,THS_T,NO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,PL	114 	: u	143 	: u	162 	87 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,PT	1114 	1120 	687 	853 	878 	920 	986 	662 	548 	494 	528 	515 	395 	492 	572 
A,TOTAL,ES,GT06,THS_T,RO	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,TOTAL,ES,GT06,THS_T,SE	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT06,THS_T,SI	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u
A,TOTAL,ES,GT06,THS_T,SK	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: u	: u	: u
A,TOTAL,ES,GT06,THS_T,UK	8 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,ES,GT07,THS_T,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 
A,TOTAL,ES,GT07,THS_T,BE	: 	: u	: u	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u
A,TOTAL,ES,GT07,THS_T,CZ	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT07,THS_T,DE	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,TOTAL,ES,GT07,THS_T,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
A,TOTAL,ES,GT07,THS_T,FR	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT07,THS_T,HU	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT07,THS_T,IT	: u	: 	: 	: u	: 	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT07,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT07,THS_T,NL	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT07,THS_T,PT	133 	114 	75 	: u	: u	: u	: u	: u	: u	98 	: u	: u	: u	: u	: u
A,TOTAL,ES,GT07,THS_T,UK	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT08,THS_T,AT	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,ES,GT08,THS_T,BE	46 	: u	24 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,BG	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,TOTAL,ES,GT08,THS_T,CH	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,ES,GT08,THS_T,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,TOTAL,ES,GT08,THS_T,CZ	: u	: u	: u	: u	66 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,DE	267 	221 	259 	150 	165 	71 	100 	76 	117 	56 	80 	: u	: u	37 	: u
A,TOTAL,ES,GT08,THS_T,DK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT08,THS_T,EL	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT08,THS_T,ES	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	21 	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,FI	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,ES,GT08,THS_T,FR	296 	226 	115 	163 	90 	107 	55 	97 	61 	72 	81 	86 	88 	143 	79 
A,TOTAL,ES,GT08,THS_T,HR	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: u	: 
A,TOTAL,ES,GT08,THS_T,HU	40 	32 	33 	16 	22 	22 	15 	30 	27 	: u	18 	16 	23 	28 	19 
A,TOTAL,ES,GT08,THS_T,IE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 	: u
A,TOTAL,ES,GT08,THS_T,IT	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,LT	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,ES,GT08,THS_T,LU	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,ES,GT08,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,ES,GT08,THS_T,NL	63 	52 	62 	70 	: u	30 	22 	41 	: u	: u	50 	27 	28 	43 	33 
A,TOTAL,ES,GT08,THS_T,NO	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT08,THS_T,PL	55 	118 	90 	: u	155 	100 	135 	143 	: u	: u	: u	: u	: u	149 	106 
A,TOTAL,ES,GT08,THS_T,PT	521 	341 	266 	248 	576 	603 	405 	289 	362 	235 	289 	174 	115 	400 	289 
A,TOTAL,ES,GT08,THS_T,RO	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,SE	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT08,THS_T,SI	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT08,THS_T,SK	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,ES,GT08,THS_T,UK	34 	29 	16 	17 	11 	14 	: u	: u	: u	32 	37 	: u	: 	: 	: 
A,TOTAL,ES,GT09,THS_T,AT	: 	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT09,THS_T,BE	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT09,THS_T,BG	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT09,THS_T,CH	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT09,THS_T,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT09,THS_T,DE	95 	41 	51 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,TOTAL,ES,GT09,THS_T,ES	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	8 	: u	: u	: u
A,TOTAL,ES,GT09,THS_T,FI	: u	: u	12 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT09,THS_T,FR	101 	212 	88 	69 	121 	56 	39 	35 	67 	72 	93 	93 	: u	63 	74 
A,TOTAL,ES,GT09,THS_T,HR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,TOTAL,ES,GT09,THS_T,HU	: u	: u	: 	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,TOTAL,ES,GT09,THS_T,IT	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,ES,GT09,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: u
A,TOTAL,ES,GT09,THS_T,LU	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u
A,TOTAL,ES,GT09,THS_T,NL	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT09,THS_T,PL	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u
A,TOTAL,ES,GT09,THS_T,PT	875 	844 	695 	747 	286 	549 	456 	510 	411 	532 	607 	612 	442 	617 	616 
A,TOTAL,ES,GT09,THS_T,RO	: 	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT09,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT09,THS_T,SI	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u	: 	: u	: 	: 	: u
A,TOTAL,ES,GT09,THS_T,SK	: 	: 	: 	: u	: 	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 
A,TOTAL,ES,GT09,THS_T,UK	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,AT	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,ES,GT10,THS_T,BE	: u	24 	: u	: u	: 	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 
A,TOTAL,ES,GT10,THS_T,BG	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,CH	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,CZ	142 	87 	101 	57 	59 	: u	90 	: u	: u	: u	: u	: 	66 	: u	: u
A,TOTAL,ES,GT10,THS_T,DE	130 	126 	87 	100 	97 	75 	63 	77 	56 	58 	73 	: u	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,DK	: u	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,EL	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 
A,TOTAL,ES,GT10,THS_T,ES	: u	: u	: u	5 	: u	: 	: u	: u	12 	: u	: u	37 	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,FI	: u	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,FR	259 	181 	229 	316 	119 	204 	99 	132 	89 	114 	97 	54 	60 	77 	163 
A,TOTAL,ES,GT10,THS_T,HR	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: 	: u
A,TOTAL,ES,GT10,THS_T,HU	: u	: u	: u	: 	: u	: u	15 	19 	17 	: u	: u	: u	: u	: 	: u
A,TOTAL,ES,GT10,THS_T,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,LI	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,LT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 
A,TOTAL,ES,GT10,THS_T,LU	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,ES,GT10,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT10,THS_T,NL	29 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,ES,GT10,THS_T,PL	102 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	209 
A,TOTAL,ES,GT10,THS_T,PT	680 	834 	720 	723 	192 	491 	546 	487 	324 	353 	466 	353 	293 	266 	327 
A,TOTAL,ES,GT10,THS_T,RO	: 	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,SE	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT10,THS_T,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,TOTAL,ES,GT10,THS_T,SK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT10,THS_T,UK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,AT	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,TOTAL,ES,GT11,THS_T,BE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: 	: 
A,TOTAL,ES,GT11,THS_T,BG	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,CZ	61 	: u	96 	54 	46 	: u	: u	: u	: u	: u	: u	: u	: u	: u	68 
A,TOTAL,ES,GT11,THS_T,DE	152 	75 	62 	133 	69 	52 	: u	: u	43 	: u	: u	69 	: u	: u	98 
A,TOTAL,ES,GT11,THS_T,DK	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 	: u
A,TOTAL,ES,GT11,THS_T,EE	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,ES	: u	: u	: u	: 	: 	: 	: u	: 	: u	: u	: u	: u	: u	: 	: 
A,TOTAL,ES,GT11,THS_T,FI	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,FR	61 	38 	52 	46 	: u	: u	84 	28 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT11,THS_T,HR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u
A,TOTAL,ES,GT11,THS_T,HU	52 	52 	47 	40 	56 	35 	40 	42 	30 	33 	26 	10 	: u	: u	29 
A,TOTAL,ES,GT11,THS_T,IE	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,IT	135 	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 
A,TOTAL,ES,GT11,THS_T,LT	: u	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,ES,GT11,THS_T,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,ES,GT11,THS_T,NL	22 	21 	12 	24 	: u	: u	: u	: u	: u	: u	14 	: u	: u	: u	: u
A,TOTAL,ES,GT11,THS_T,NO	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,PL	114 	100 	163 	104 	155 	108 	128 	175 	136 	162 	: u	: u	: u	: u	176 
A,TOTAL,ES,GT11,THS_T,PT	84 	79 	170 	87 	105 	: u	59 	46 	35 	55 	46 	46 	: u	59 	: u
A,TOTAL,ES,GT11,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT11,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT11,THS_T,SI	: 	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 	: u	: u	: u	: u
A,TOTAL,ES,GT11,THS_T,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT11,THS_T,UK	18 	20 	6 	19 	: u	: u	: u	: u	: u	14 	8 	14 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,AT	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,TOTAL,ES,GT12,THS_T,BE	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: u	: u	: u
A,TOTAL,ES,GT12,THS_T,BG	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,CH	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,CZ	58 	: u	48 	70 	109 	88 	125 	93 	69 	64 	: u	75 	124 	69 	: u
A,TOTAL,ES,GT12,THS_T,DE	138 	54 	39 	48 	50 	53 	46 	55 	53 	: u	: u	: u	: u	: u	47 
A,TOTAL,ES,GT12,THS_T,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT12,THS_T,ES	: u	: u	: u	: u	: u	: u	10 	: u	31 	21 	16 	: u	132 	: u	19 
A,TOTAL,ES,GT12,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,FR	193 	126 	109 	55 	: u	47 	31 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT12,THS_T,HR	: u	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,HU	21 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,IE	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,IT	: u	: u	: 	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 
A,TOTAL,ES,GT12,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u
A,TOTAL,ES,GT12,THS_T,NL	: u	11 	: 	: u	: u	7 	: u	: u	: u	: u	9 	: u	: u	: u	: u
A,TOTAL,ES,GT12,THS_T,NO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,PL	83 	152 	56 	100 	: u	55 	110 	: u	: u	156 	: u	76 	: u	234 	: u
A,TOTAL,ES,GT12,THS_T,PT	499 	254 	393 	424 	246 	366 	375 	223 	370 	398 	408 	366 	161 	378 	229 
A,TOTAL,ES,GT12,THS_T,RO	: u	: u	: u	19 	: u	: u	40 	36 	63 	: u	: u	50 	68 	60 	: u
A,TOTAL,ES,GT12,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT12,THS_T,SI	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u
A,TOTAL,ES,GT12,THS_T,SK	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	70 	: u	: 
A,TOTAL,ES,GT12,THS_T,UK	15 	18 	10 	13 	7 	11 	5 	29 	: u	10 	7 	20 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,AT	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,BE	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,BG	: 	: 	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,CZ	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u	: 	: u
A,TOTAL,ES,GT13,THS_T,DE	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT13,THS_T,DK	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,EE	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,ES	11 	: 	8 	: u	: u	: u	: u	: u	: 	7 	: 	: u	: u	: u	11 
A,TOTAL,ES,GT13,THS_T,FR	42 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	12 	: u	34 	: u
A,TOTAL,ES,GT13,THS_T,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,ES,GT13,THS_T,HU	: 	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,IE	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,IT	: u	24 	: u	: 	10 	: 	: 	33 	: u	: 	: 	9 	: u	6 	: u
A,TOTAL,ES,GT13,THS_T,LT	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,ES,GT13,THS_T,LU	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,LV	: 	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,NL	: 	: 	: u	: u	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,NO	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,ES,GT13,THS_T,PL	: u	: u	: u	: u	: u	192 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,ES,GT13,THS_T,PT	125 	191 	108 	102 	95 	140 	160 	165 	187 	185 	266 	107 	122 	144 	129 
A,TOTAL,ES,GT13,THS_T,RO	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	22 	: u	: u	: u	: u
