freq,tra_type,c_load,nst07,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,IT,GT05,THS_T,DE	64 	37 	44 	26 	30 	: u	: u	45 	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IT,GT05,THS_T,EE	: 	: u	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,EL	55 	: u	: u	: u	: u	34 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,ES	: u	: u	: u	: u	: u	: u	: u	: u	89 	: u	: u	: u	: u	: u	92 
A,TOTAL,IT,GT05,THS_T,FI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,HR	: u	: u	24 	18 	: u	13 	36 	15 	37 	45 	44 	27 	: u	38 	24 
A,TOTAL,IT,GT05,THS_T,HU	33 	23 	17 	45 	: u	30 	: u	15 	36 	25 	14 	8 	: u	14 	38 
A,TOTAL,IT,GT05,THS_T,IE	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,IT	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT05,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: u
A,TOTAL,IT,GT05,THS_T,LU	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,LV	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: u
A,TOTAL,IT,GT05,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT05,THS_T,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,NO	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,PL	: u	61 	75 	77 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,PT	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 
A,TOTAL,IT,GT05,THS_T,RO	311 	171 	113 	112 	128 	90 	36 	: u	: u	57 	32 	45 	43 	31 	: u
A,TOTAL,IT,GT05,THS_T,SE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT05,THS_T,SI	29 	7 	17 	10 	20 	22 	13 	15 	: u	: u	: u	31 	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,SK	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT05,THS_T,UK	6 	: u	8 	5 	7 	8 	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,AT	203 	208 	205 	186 	188 	182 	171 	202 	157 	170 	169 	277 	118 	88 	50 
A,TOTAL,IT,GT06,THS_T,BE	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IT,GT06,THS_T,BG	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u
A,TOTAL,IT,GT06,THS_T,CH	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT06,THS_T,CZ	: u	35 	78 	50 	81 	77 	: u	93 	78 	: u	: u	16 	: u	54 	42 
A,TOTAL,IT,GT06,THS_T,DE	188 	89 	142 	109 	67 	92 	72 	85 	64 	73 	55 	61 	: u	: u	: u
A,TOTAL,IT,GT06,THS_T,DK	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,EE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,TOTAL,IT,GT06,THS_T,EL	: u	: u	34 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT06,THS_T,ES	145 	139 	206 	144 	78 	131 	: u	147 	127 	176 	102 	191 	104 	147 	108 
A,TOTAL,IT,GT06,THS_T,FR	226 	180 	222 	126 	181 	121 	91 	76 	67 	75 	89 	111 	91 	44 	: u
A,TOTAL,IT,GT06,THS_T,HR	79 	60 	74 	141 	42 	59 	80 	45 	98 	110 	110 	137 	95 	86 	138 
A,TOTAL,IT,GT06,THS_T,HU	38 	61 	125 	109 	94 	91 	65 	78 	93 	89 	91 	107 	81 	101 	139 
A,TOTAL,IT,GT06,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,LI	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,LT	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 
A,TOTAL,IT,GT06,THS_T,LU	: 	: u	: u	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,LV	: 	: 	: u	: u	: 	: u	: 	: u	: u	: 	: u	: 	: u	: 	: u
A,TOTAL,IT,GT06,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,NL	19 	27 	21 	58 	: u	: u	12 	15 	: u	: u	: u	: u	: u	: 	: 
A,TOTAL,IT,GT06,THS_T,NO	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT06,THS_T,PL	67 	122 	120 	236 	167 	83 	304 	268 	355 	: u	381 	: u	268 	271 	141 
A,TOTAL,IT,GT06,THS_T,PT	: u	: u	: 	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT06,THS_T,RO	: u	: u	: u	22 	: u	: u	: u	: u	: u	: u	: u	: u	: u	43 	38 
A,TOTAL,IT,GT06,THS_T,SI	172 	197 	209 	254 	266 	270 	249 	237 	346 	238 	390 	267 	222 	268 	127 
A,TOTAL,IT,GT06,THS_T,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	62 	: u	: u	: u
A,TOTAL,IT,GT06,THS_T,UK	: u	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,AT	297 	332 	273 	153 	214 	171 	96 	130 	160 	158 	256 	267 	210 	189 	170 
A,TOTAL,IT,GT07,THS_T,BE	: 	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,TOTAL,IT,GT07,THS_T,CH	: 	: u	: u	: u	238 	: u	127 	: u	: u	: u	: u	193 	: u	: u	: u
A,TOTAL,IT,GT07,THS_T,CZ	: u	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 
A,TOTAL,IT,GT07,THS_T,DE	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: u	: u	: u
A,TOTAL,IT,GT07,THS_T,EL	: u	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,ES	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,TOTAL,IT,GT07,THS_T,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,TOTAL,IT,GT07,THS_T,HR	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT07,THS_T,HU	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,LV	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,NL	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,PL	: 	: u	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 	: u	: 	: 
A,TOTAL,IT,GT07,THS_T,RO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT07,THS_T,SI	231 	257 	240 	321 	59 	125 	56 	72 	: u	117 	111 	136 	128 	245 	179 
A,TOTAL,IT,GT07,THS_T,SK	: 	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,AT	47 	43 	: u	: u	: u	: u	: u	: u	17 	19 	: u	: u	57 	62 	63 
A,TOTAL,IT,GT08,THS_T,BE	: u	: u	: u	11 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 	: 
A,TOTAL,IT,GT08,THS_T,BG	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,IT,GT08,THS_T,CH	141 	: u	91 	: u	31 	: 	: u	32 	61 	: u	59 	: u	: u	126 	: u
A,TOTAL,IT,GT08,THS_T,CY	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,CZ	42 	86 	73 	53 	64 	67 	105 	81 	: u	: u	: u	: u	81 	91 	124 
A,TOTAL,IT,GT08,THS_T,DE	396 	292 	285 	320 	193 	212 	163 	189 	177 	228 	156 	136 	136 	134 	107 
A,TOTAL,IT,GT08,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,EE	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u	: 	: u	: 	: 
A,TOTAL,IT,GT08,THS_T,EL	50 	30 	: u	: u	: u	: u	: u	: u	57 	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT08,THS_T,ES	419 	300 	333 	324 	297 	306 	356 	402 	376 	387 	279 	328 	264 	343 	441 
A,TOTAL,IT,GT08,THS_T,FR	127 	134 	166 	154 	212 	84 	90 	92 	67 	101 	115 	102 	73 	170 	78 
A,TOTAL,IT,GT08,THS_T,HR	64 	121 	74 	97 	88 	93 	76 	94 	101 	94 	103 	116 	49 	93 	54 
A,TOTAL,IT,GT08,THS_T,HU	88 	109 	81 	107 	131 	113 	71 	82 	47 	45 	34 	50 	55 	47 	54 
A,TOTAL,IT,GT08,THS_T,IE	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,IT	: u	: u	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u
A,TOTAL,IT,GT08,THS_T,LI	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,LT	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,IT,GT08,THS_T,LU	: u	: 	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,TOTAL,IT,GT08,THS_T,LV	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT08,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT08,THS_T,NL	24 	68 	33 	21 	38 	49 	43 	40 	23 	13 	17 	41 	13 	30 	18 
A,TOTAL,IT,GT08,THS_T,NO	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,PL	144 	250 	312 	240 	419 	275 	301 	411 	381 	453 	208 	657 	411 	619 	387 
A,TOTAL,IT,GT08,THS_T,PT	: u	76 	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT08,THS_T,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT08,THS_T,SE	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT08,THS_T,SI	150 	180 	170 	274 	131 	206 	271 	232 	237 	343 	278 	168 	296 	330 	232 
A,TOTAL,IT,GT08,THS_T,SK	51 	: u	: u	: u	: u	: u	: u	: u	: u	85 	66 	66 	72 	114 	89 
A,TOTAL,IT,GT08,THS_T,UK	17 	8 	6 	18 	12 	11 	13 	24 	: u	: u	66 	18 	: 	: 	: 
A,TOTAL,IT,GT09,THS_T,AT	366 	282 	233 	191 	207 	164 	217 	164 	202 	162 	153 	134 	134 	286 	181 
A,TOTAL,IT,GT09,THS_T,BE	35 	45 	33 	29 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT09,THS_T,BG	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u
A,TOTAL,IT,GT09,THS_T,CH	266 	333 	106 	241 	275 	189 	110 	414 	121 	497 	103 	160 	221 	128 	213 
A,TOTAL,IT,GT09,THS_T,CZ	77 	39 	: u	124 	: u	43 	118 	42 	: u	: u	189 	: u	104 	66 	: u
A,TOTAL,IT,GT09,THS_T,DE	490 	416 	395 	517 	371 	441 	552 	357 	391 	464 	354 	362 	354 	287 	393 
A,TOTAL,IT,GT09,THS_T,DK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT09,THS_T,EE	: u	: 	: 	: u	: u	: 	: u	: 	: 	: 	: u	: 	: u	: u	: 
A,TOTAL,IT,GT09,THS_T,EL	63 	58 	70 	50 	68 	55 	53 	60 	: u	102 	: u	: u	: u	: u	: u
A,TOTAL,IT,GT09,THS_T,ES	160 	193 	169 	: u	92 	: u	: u	95 	116 	: u	216 	192 	172 	189 	259 
A,TOTAL,IT,GT09,THS_T,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT09,THS_T,FR	552 	492 	433 	593 	472 	611 	406 	442 	457 	475 	471 	405 	481 	389 	521 
A,TOTAL,IT,GT09,THS_T,HR	232 	266 	298 	214 	248 	177 	196 	171 	171 	165 	169 	130 	151 	177 	236 
A,TOTAL,IT,GT09,THS_T,HU	186 	125 	75 	84 	85 	82 	75 	73 	16 	: u	: u	19 	: u	20 	41 
A,TOTAL,IT,GT09,THS_T,IE	: 	: 	: u	: u	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: u
A,TOTAL,IT,GT09,THS_T,IT	: 	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT09,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: 
A,TOTAL,IT,GT09,THS_T,LU	: u	: u	: u	: u	: u	15 	: u	: u	11 	: u	15 	: u	: u	19 	11 
A,TOTAL,IT,GT09,THS_T,LV	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: 
A,TOTAL,IT,GT09,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,TOTAL,IT,GT09,THS_T,NL	75 	51 	28 	66 	45 	57 	40 	36 	34 	32 	37 	27 	17 	: u	30 
A,TOTAL,IT,GT09,THS_T,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,TOTAL,IT,GT09,THS_T,PL	104 	93 	: u	: u	174 	: u	: u	: u	258 	381 	: u	288 	: u	259 	293 
A,TOTAL,IT,GT09,THS_T,PT	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,TOTAL,IT,GT09,THS_T,RO	67 	: u	: u	27 	53 	53 	: u	45 	: u	55 	26 	: u	73 	58 	44 
A,TOTAL,IT,GT09,THS_T,SE	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT09,THS_T,SI	418 	258 	506 	375 	311 	373 	264 	292 	175 	249 	174 	218 	243 	294 	396 
A,TOTAL,IT,GT09,THS_T,SK	61 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	69 	: u	: u	: u
A,TOTAL,IT,GT09,THS_T,UK	26 	26 	20 	12 	: u	14 	: u	: u	: u	20 	: u	: u	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,AT	436 	273 	291 	430 	310 	218 	263 	233 	297 	236 	248 	237 	202 	241 	264 
A,TOTAL,IT,GT10,THS_T,BE	14 	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,BG	: u	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT10,THS_T,CH	168 	190 	199 	137 	141 	125 	: u	: u	34 	: u	54 	: u	: u	: u	: u
A,TOTAL,IT,GT10,THS_T,CZ	183 	174 	220 	194 	242 	265 	359 	360 	224 	187 	205 	195 	241 	326 	461 
A,TOTAL,IT,GT10,THS_T,DE	718 	402 	501 	550 	480 	431 	441 	312 	315 	237 	321 	187 	183 	178 	249 
A,TOTAL,IT,GT10,THS_T,DK	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,EE	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,TOTAL,IT,GT10,THS_T,EL	: u	: u	28 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT10,THS_T,ES	417 	276 	191 	207 	103 	161 	196 	224 	157 	220 	210 	: u	128 	227 	295 
A,TOTAL,IT,GT10,THS_T,FI	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,FR	546 	286 	241 	298 	410 	314 	270 	240 	239 	126 	183 	173 	166 	220 	182 
A,TOTAL,IT,GT10,THS_T,HR	281 	225 	175 	284 	189 	239 	226 	353 	318 	181 	234 	296 	191 	297 	326 
A,TOTAL,IT,GT10,THS_T,HU	213 	141 	163 	178 	208 	240 	179 	210 	244 	206 	287 	217 	165 	196 	186 
A,TOTAL,IT,GT10,THS_T,IE	: 	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,IT	: u	: u	: 	: 	: 	: u	15 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,LI	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT10,THS_T,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u
A,TOTAL,IT,GT10,THS_T,LV	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u	: 	: 	: u	: u
A,TOTAL,IT,GT10,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,IT,GT10,THS_T,NL	27 	20 	: u	37 	: u	: u	23 	: u	: u	25 	14 	: u	15 	: u	: u
A,TOTAL,IT,GT10,THS_T,NO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,PL	325 	294 	392 	448 	319 	679 	463 	510 	629 	924 	897 	826 	987 	871 	944 
A,TOTAL,IT,GT10,THS_T,PT	: u	: u	: u	: u	: 	: u	: u	: u	76 	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT10,THS_T,RO	140 	39 	81 	72 	120 	88 	66 	37 	28 	46 	61 	: u	: u	53 	49 
A,TOTAL,IT,GT10,THS_T,SE	: u	: u	: u	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT10,THS_T,SI	366 	283 	452 	343 	394 	403 	404 	458 	427 	422 	486 	321 	360 	479 	457 
A,TOTAL,IT,GT10,THS_T,SK	113 	: u	150 	171 	226 	181 	154 	181 	277 	207 	283 	171 	218 	276 	287 
A,TOTAL,IT,GT10,THS_T,UK	: u	8 	7 	: u	14 	18 	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,AT	50 	50 	61 	30 	35 	24 	33 	: u	15 	18 	21 	34 	16 	42 	45 
A,TOTAL,IT,GT11,THS_T,BE	9 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,BG	: u	: 	: u	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,CH	: u	23 	28 	: u	: u	: u	: u	: u	: u	: u	27 	: u	9 	10 	: u
A,TOTAL,IT,GT11,THS_T,CY	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,CZ	92 	51 	89 	38 	54 	83 	91 	57 	113 	: u	83 	: u	113 	84 	69 
A,TOTAL,IT,GT11,THS_T,DE	352 	310 	242 	206 	272 	173 	179 	156 	140 	171 	164 	86 	167 	141 	77 
A,TOTAL,IT,GT11,THS_T,DK	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,EE	: 	: u	: 	: 	: u	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 
A,TOTAL,IT,GT11,THS_T,EL	83 	70 	71 	37 	: u	32 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,ES	154 	116 	121 	157 	117 	93 	95 	79 	80 	129 	103 	110 	39 	178 	: u
A,TOTAL,IT,GT11,THS_T,FR	134 	78 	92 	94 	67 	109 	59 	62 	65 	28 	37 	61 	87 	121 	108 
A,TOTAL,IT,GT11,THS_T,HR	: u	36 	66 	50 	31 	29 	31 	29 	36 	53 	51 	44 	28 	31 	: u
A,TOTAL,IT,GT11,THS_T,HU	111 	84 	100 	77 	147 	157 	105 	108 	103 	85 	68 	65 	64 	75 	62 
A,TOTAL,IT,GT11,THS_T,IE	: 	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,LI	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,LT	81 	: u	30 	25 	: u	: u	: u	: u	: u	43 	38 	: u	: u	: u	: 
A,TOTAL,IT,GT11,THS_T,LU	: 	: u	: u	: 	: u	: 	: u	: u	: u	: 	: u	: 	: u	: u	: 
A,TOTAL,IT,GT11,THS_T,LV	24 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,TOTAL,IT,GT11,THS_T,NL	48 	26 	28 	42 	64 	27 	45 	22 	33 	43 	10 	28 	41 	: u	: u
A,TOTAL,IT,GT11,THS_T,NO	: u	: u	: 	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,PL	182 	180 	276 	290 	247 	220 	323 	309 	308 	215 	170 	234 	306 	349 	522 
A,TOTAL,IT,GT11,THS_T,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,RO	218 	190 	91 	77 	128 	46 	26 	52 	45 	27 	: u	40 	: u	43 	: u
A,TOTAL,IT,GT11,THS_T,SE	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT11,THS_T,SI	29 	56 	49 	50 	33 	51 	37 	36 	33 	56 	45 	31 	49 	33 	56 
A,TOTAL,IT,GT11,THS_T,SK	33 	: u	68 	: u	: u	: u	33 	: u	: u	39 	: u	: u	: u	: u	: u
A,TOTAL,IT,GT11,THS_T,UK	34 	22 	22 	14 	9 	16 	27 	17 	: u	32 	23 	22 	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,AT	22 	: u	: u	: u	: u	15 	: u	: u	: u	30 	35 	33 	: u	: u	17 
A,TOTAL,IT,GT12,THS_T,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,TOTAL,IT,GT12,THS_T,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT12,THS_T,CH	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,CZ	: u	: u	: 	: u	24 	: u	41 	58 	: u	: u	: u	: u	67 	104 	33 
A,TOTAL,IT,GT12,THS_T,DE	394 	267 	230 	298 	292 	218 	285 	188 	190 	179 	145 	172 	121 	152 	79 
A,TOTAL,IT,GT12,THS_T,DK	: 	: u	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,EL	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,ES	249 	184 	171 	144 	190 	156 	199 	167 	242 	135 	126 	179 	110 	181 	143 
A,TOTAL,IT,GT12,THS_T,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,FR	205 	86 	78 	101 	27 	89 	76 	43 	44 	71 	: u	56 	51 	: u	: u
A,TOTAL,IT,GT12,THS_T,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,TOTAL,IT,GT12,THS_T,HU	14 	: u	12 	: u	: u	: u	9 	: u	: u	: u	25 	30 	15 	15 	16 
A,TOTAL,IT,GT12,THS_T,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,TOTAL,IT,GT12,THS_T,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,TOTAL,IT,GT12,THS_T,LI	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
